"11re -- Väestö iän (1-v.) ja sukupuolen mukaan alueittain, 1972-2018"

"Alue","Ikä","Miehet 2018 Väestö 31.12.","Naiset 2018 Väestö 31.12."
"KOKO MAA","Yhteensä",2723290,2794629
"KOKO MAA","0",24663,23000
"KOKO MAA","1",25996,24938
"KOKO MAA","2",27329,26488
"KOKO MAA","3",28987,27457
"KOKO MAA","4",30082,28746
"KOKO MAA","5",30769,29099
"KOKO MAA","6",31311,30067
"KOKO MAA","7",31546,30347
"KOKO MAA","8",32363,30769
"KOKO MAA","9",32016,30723
"KOKO MAA","10",31674,30352
"KOKO MAA","11",31451,29928
"KOKO MAA","12",31464,30126
"KOKO MAA","13",30624,29569
"KOKO MAA","14",30969,29381
"KOKO MAA","15",30095,29027
"KOKO MAA","16",29833,28274
"KOKO MAA","17",29982,28646
"KOKO MAA","18",30826,28774
"KOKO MAA","19",31390,29320
"KOKO MAA","20",30668,28972
"KOKO MAA","21",31680,30214
"KOKO MAA","22",32872,30848
"KOKO MAA","23",34080,32308
"KOKO MAA","24",35199,33535
"KOKO MAA","25",35412,33651
"KOKO MAA","26",37035,34731
"KOKO MAA","27",36603,34550
"KOKO MAA","28",37190,34992
"KOKO MAA","29",36395,34313
"KOKO MAA","30",36501,34397
"KOKO MAA","31",34942,32696
"KOKO MAA","32",35429,33119
"KOKO MAA","33",36475,34189
"KOKO MAA","34",37485,35163
"KOKO MAA","35",38091,35881
"KOKO MAA","36",37988,35173
"KOKO MAA","37",36052,34093
"KOKO MAA","38",35916,33677
"KOKO MAA","39",35280,33600
"KOKO MAA","40",35598,33454
"KOKO MAA","41",35687,33991
"KOKO MAA","42",35971,33985
"KOKO MAA","43",35251,33170
"KOKO MAA","44",33262,31996
"KOKO MAA","45",30537,28905
"KOKO MAA","46",31446,29932
"KOKO MAA","47",31943,31235
"KOKO MAA","48",32921,32226
"KOKO MAA","49",33726,32707
"KOKO MAA","50",35793,35285
"KOKO MAA","51",36684,36069
"KOKO MAA","52",36724,36307
"KOKO MAA","53",36735,36472
"KOKO MAA","54",37366,37114
"KOKO MAA","55",37603,37511
"KOKO MAA","56",37114,37024
"KOKO MAA","57",36597,36977
"KOKO MAA","58",36057,36934
"KOKO MAA","59",35785,36631
"KOKO MAA","60",34394,35437
"KOKO MAA","61",35682,36867
"KOKO MAA","62",36358,37800
"KOKO MAA","63",35658,37471
"KOKO MAA","64",34963,37931
"KOKO MAA","65",34521,36938
"KOKO MAA","66",35534,37963
"KOKO MAA","67",34035,36537
"KOKO MAA","68",34799,37731
"KOKO MAA","69",35389,38761
"KOKO MAA","70",35431,39362
"KOKO MAA","71",34689,38994
"KOKO MAA","72",32971,37825
"KOKO MAA","73",29053,33255
"KOKO MAA","74",22362,26718
"KOKO MAA","75",20865,25106
"KOKO MAA","76",16179,20000
"KOKO MAA","77",22751,28725
"KOKO MAA","78",15332,20167
"KOKO MAA","79",16806,23328
"KOKO MAA","80",15684,21572
"KOKO MAA","81",13604,19872
"KOKO MAA","82",12038,18113
"KOKO MAA","83",11256,17358
"KOKO MAA","84",9665,15927
"KOKO MAA","85",8216,14003
"KOKO MAA","86",7482,13825
"KOKO MAA","87",6797,12793
"KOKO MAA","88",5742,12098
"KOKO MAA","89",4510,10583
"KOKO MAA","90",3746,8865
"KOKO MAA","91",2713,7206
"KOKO MAA","92",2098,5849
"KOKO MAA","93",1554,4878
"KOKO MAA","94",1132,3608
"KOKO MAA","95",715,2775
"KOKO MAA","96",400,1961
"KOKO MAA","97",277,1293
"KOKO MAA","98",182,897
"KOKO MAA","99",109,425
"KOKO MAA","100 -",135,754
"Akaa","Yhteensä",8331,8280
"Akaa","0",45,48
"Akaa","1",65,71
"Akaa","2",76,74
"Akaa","3",84,87
"Akaa","4",86,89
"Akaa","5",109,91
"Akaa","6",114,104
"Akaa","7",114,98
"Akaa","8",110,111
"Akaa","9",119,101
"Akaa","10",108,107
"Akaa","11",121,118
"Akaa","12",106,109
"Akaa","13",107,143
"Akaa","14",117,116
"Akaa","15",103,93
"Akaa","16",115,99
"Akaa","17",111,86
"Akaa","18",86,71
"Akaa","19",88,65
"Akaa","20",74,46
"Akaa","21",61,49
"Akaa","22",60,42
"Akaa","23",55,51
"Akaa","24",63,69
"Akaa","25",78,39
"Akaa","26",67,56
"Akaa","27",55,57
"Akaa","28",77,69
"Akaa","29",66,64
"Akaa","30",94,60
"Akaa","31",88,67
"Akaa","32",97,95
"Akaa","33",67,100
"Akaa","34",85,99
"Akaa","35",112,110
"Akaa","36",111,107
"Akaa","37",123,100
"Akaa","38",132,116
"Akaa","39",110,108
"Akaa","40",124,126
"Akaa","41",132,122
"Akaa","42",124,117
"Akaa","43",123,115
"Akaa","44",117,133
"Akaa","45",108,102
"Akaa","46",116,103
"Akaa","47",106,92
"Akaa","48",126,111
"Akaa","49",122,115
"Akaa","50",140,123
"Akaa","51",131,110
"Akaa","52",111,119
"Akaa","53",127,103
"Akaa","54",120,120
"Akaa","55",111,106
"Akaa","56",118,91
"Akaa","57",113,91
"Akaa","58",103,105
"Akaa","59",120,104
"Akaa","60",109,103
"Akaa","61",117,119
"Akaa","62",120,131
"Akaa","63",124,112
"Akaa","64",123,113
"Akaa","65",107,108
"Akaa","66",121,115
"Akaa","67",120,125
"Akaa","68",106,133
"Akaa","69",132,124
"Akaa","70",130,159
"Akaa","71",123,107
"Akaa","72",90,107
"Akaa","73",93,96
"Akaa","74",68,74
"Akaa","75",62,74
"Akaa","76",48,64
"Akaa","77",70,82
"Akaa","78",35,61
"Akaa","79",58,65
"Akaa","80",41,60
"Akaa","81",44,57
"Akaa","82",34,55
"Akaa","83",28,53
"Akaa","84",23,51
"Akaa","85",27,41
"Akaa","86",22,48
"Akaa","87",20,39
"Akaa","88",18,38
"Akaa","89",17,39
"Akaa","90",17,28
"Akaa","91",12,24
"Akaa","92",8,16
"Akaa","93",4,19
"Akaa","94",4,16
"Akaa","95",3,13
"Akaa","96",2,5
"Akaa","97",0,3
"Akaa","98",0,4
"Akaa","99",0,3
"Akaa","100 -",0,3
"Alajärvi","Yhteensä",4905,4795
"Alajärvi","0",42,41
"Alajärvi","1",35,54
"Alajärvi","2",47,44
"Alajärvi","3",55,49
"Alajärvi","4",47,56
"Alajärvi","5",44,56
"Alajärvi","6",68,50
"Alajärvi","7",63,59
"Alajärvi","8",65,73
"Alajärvi","9",59,63
"Alajärvi","10",58,73
"Alajärvi","11",71,61
"Alajärvi","12",68,54
"Alajärvi","13",55,61
"Alajärvi","14",67,50
"Alajärvi","15",70,64
"Alajärvi","16",60,52
"Alajärvi","17",88,49
"Alajärvi","18",63,63
"Alajärvi","19",84,48
"Alajärvi","20",65,35
"Alajärvi","21",45,24
"Alajärvi","22",31,35
"Alajärvi","23",24,25
"Alajärvi","24",51,22
"Alajärvi","25",40,31
"Alajärvi","26",58,33
"Alajärvi","27",44,32
"Alajärvi","28",35,42
"Alajärvi","29",38,43
"Alajärvi","30",44,46
"Alajärvi","31",50,40
"Alajärvi","32",42,32
"Alajärvi","33",38,35
"Alajärvi","34",53,42
"Alajärvi","35",50,40
"Alajärvi","36",30,42
"Alajärvi","37",46,44
"Alajärvi","38",61,40
"Alajärvi","39",54,49
"Alajärvi","40",43,41
"Alajärvi","41",57,46
"Alajärvi","42",52,58
"Alajärvi","43",50,48
"Alajärvi","44",52,45
"Alajärvi","45",43,42
"Alajärvi","46",43,53
"Alajärvi","47",46,42
"Alajärvi","48",48,41
"Alajärvi","49",49,48
"Alajärvi","50",57,54
"Alajärvi","51",76,63
"Alajärvi","52",57,63
"Alajärvi","53",73,61
"Alajärvi","54",50,73
"Alajärvi","55",82,85
"Alajärvi","56",74,62
"Alajärvi","57",69,65
"Alajärvi","58",79,87
"Alajärvi","59",78,72
"Alajärvi","60",79,81
"Alajärvi","61",67,84
"Alajärvi","62",88,83
"Alajärvi","63",75,58
"Alajärvi","64",85,75
"Alajärvi","65",77,65
"Alajärvi","66",95,74
"Alajärvi","67",101,72
"Alajärvi","68",88,80
"Alajärvi","69",72,78
"Alajärvi","70",84,82
"Alajärvi","71",73,69
"Alajärvi","72",63,59
"Alajärvi","73",69,59
"Alajärvi","74",43,44
"Alajärvi","75",41,53
"Alajärvi","76",25,42
"Alajärvi","77",54,56
"Alajärvi","78",29,39
"Alajärvi","79",42,62
"Alajärvi","80",35,44
"Alajärvi","81",31,44
"Alajärvi","82",28,41
"Alajärvi","83",30,41
"Alajärvi","84",28,33
"Alajärvi","85",21,26
"Alajärvi","86",18,34
"Alajärvi","87",8,36
"Alajärvi","88",22,43
"Alajärvi","89",11,27
"Alajärvi","90",8,33
"Alajärvi","91",7,23
"Alajärvi","92",7,19
"Alajärvi","93",5,9
"Alajärvi","94",4,5
"Alajärvi","95",5,6
"Alajärvi","96",0,2
"Alajärvi","97",0,5
"Alajärvi","98",1,7
"Alajärvi","99",0,0
"Alajärvi","100 -",0,1
"Alavieska","Yhteensä",1351,1222
"Alavieska","0",13,16
"Alavieska","1",10,13
"Alavieska","2",13,8
"Alavieska","3",15,20
"Alavieska","4",17,20
"Alavieska","5",13,23
"Alavieska","6",22,14
"Alavieska","7",24,11
"Alavieska","8",22,16
"Alavieska","9",17,15
"Alavieska","10",25,16
"Alavieska","11",18,18
"Alavieska","12",18,15
"Alavieska","13",18,16
"Alavieska","14",13,19
"Alavieska","15",34,9
"Alavieska","16",19,11
"Alavieska","17",19,20
"Alavieska","18",19,12
"Alavieska","19",19,13
"Alavieska","20",15,15
"Alavieska","21",17,7
"Alavieska","22",18,14
"Alavieska","23",10,11
"Alavieska","24",10,9
"Alavieska","25",18,12
"Alavieska","26",14,9
"Alavieska","27",11,11
"Alavieska","28",15,13
"Alavieska","29",13,8
"Alavieska","30",15,9
"Alavieska","31",12,15
"Alavieska","32",10,9
"Alavieska","33",11,13
"Alavieska","34",10,13
"Alavieska","35",18,8
"Alavieska","36",17,12
"Alavieska","37",14,15
"Alavieska","38",13,10
"Alavieska","39",11,19
"Alavieska","40",9,12
"Alavieska","41",18,5
"Alavieska","42",14,7
"Alavieska","43",15,14
"Alavieska","44",11,12
"Alavieska","45",11,11
"Alavieska","46",13,12
"Alavieska","47",17,13
"Alavieska","48",11,9
"Alavieska","49",15,13
"Alavieska","50",12,14
"Alavieska","51",17,18
"Alavieska","52",21,16
"Alavieska","53",15,16
"Alavieska","54",22,23
"Alavieska","55",16,17
"Alavieska","56",18,21
"Alavieska","57",17,14
"Alavieska","58",19,20
"Alavieska","59",19,19
"Alavieska","60",23,19
"Alavieska","61",18,16
"Alavieska","62",22,15
"Alavieska","63",33,12
"Alavieska","64",19,14
"Alavieska","65",18,21
"Alavieska","66",17,13
"Alavieska","67",25,14
"Alavieska","68",26,13
"Alavieska","69",13,17
"Alavieska","70",21,15
"Alavieska","71",22,9
"Alavieska","72",10,13
"Alavieska","73",12,10
"Alavieska","74",6,11
"Alavieska","75",10,14
"Alavieska","76",5,10
"Alavieska","77",12,14
"Alavieska","78",8,9
"Alavieska","79",6,11
"Alavieska","80",13,14
"Alavieska","81",12,15
"Alavieska","82",9,13
"Alavieska","83",8,8
"Alavieska","84",5,12
"Alavieska","85",6,9
"Alavieska","86",5,10
"Alavieska","87",4,10
"Alavieska","88",2,7
"Alavieska","89",5,6
"Alavieska","90",2,8
"Alavieska","91",0,4
"Alavieska","92",2,5
"Alavieska","93",1,2
"Alavieska","94",1,3
"Alavieska","95",0,1
"Alavieska","96",0,0
"Alavieska","97",0,1
"Alavieska","98",0,1
"Alavieska","99",0,0
"Alavieska","100 -",0,0
"Alavus","Yhteensä",5821,5723
"Alavus","0",51,42
"Alavus","1",71,49
"Alavus","2",51,60
"Alavus","3",56,54
"Alavus","4",75,64
"Alavus","5",63,54
"Alavus","6",60,74
"Alavus","7",56,65
"Alavus","8",67,80
"Alavus","9",63,60
"Alavus","10",75,78
"Alavus","11",67,68
"Alavus","12",74,76
"Alavus","13",87,85
"Alavus","14",76,60
"Alavus","15",62,61
"Alavus","16",69,59
"Alavus","17",81,71
"Alavus","18",68,64
"Alavus","19",71,58
"Alavus","20",63,55
"Alavus","21",52,46
"Alavus","22",44,40
"Alavus","23",64,49
"Alavus","24",57,49
"Alavus","25",46,54
"Alavus","26",50,45
"Alavus","27",52,51
"Alavus","28",48,48
"Alavus","29",49,43
"Alavus","30",52,39
"Alavus","31",65,45
"Alavus","32",55,56
"Alavus","33",61,53
"Alavus","34",88,55
"Alavus","35",53,65
"Alavus","36",64,53
"Alavus","37",68,51
"Alavus","38",53,58
"Alavus","39",58,55
"Alavus","40",57,36
"Alavus","41",60,55
"Alavus","42",68,59
"Alavus","43",64,60
"Alavus","44",59,54
"Alavus","45",51,47
"Alavus","46",52,43
"Alavus","47",59,75
"Alavus","48",71,75
"Alavus","49",68,75
"Alavus","50",68,53
"Alavus","51",85,63
"Alavus","52",80,79
"Alavus","53",82,62
"Alavus","54",92,91
"Alavus","55",83,86
"Alavus","56",74,57
"Alavus","57",99,67
"Alavus","58",72,74
"Alavus","59",88,91
"Alavus","60",65,66
"Alavus","61",104,74
"Alavus","62",100,110
"Alavus","63",108,87
"Alavus","64",98,110
"Alavus","65",81,66
"Alavus","66",104,96
"Alavus","67",104,79
"Alavus","68",95,76
"Alavus","69",99,96
"Alavus","70",86,80
"Alavus","71",77,83
"Alavus","72",102,86
"Alavus","73",67,78
"Alavus","74",57,61
"Alavus","75",58,64
"Alavus","76",45,41
"Alavus","77",61,83
"Alavus","78",39,51
"Alavus","79",50,54
"Alavus","80",47,57
"Alavus","81",43,67
"Alavus","82",31,61
"Alavus","83",32,53
"Alavus","84",26,40
"Alavus","85",18,37
"Alavus","86",16,36
"Alavus","87",15,49
"Alavus","88",21,37
"Alavus","89",12,20
"Alavus","90",11,31
"Alavus","91",4,22
"Alavus","92",6,20
"Alavus","93",8,18
"Alavus","94",7,8
"Alavus","95",2,11
"Alavus","96",2,6
"Alavus","97",1,6
"Alavus","98",1,4
"Alavus","99",0,1
"Alavus","100 -",1,4
"Asikkala","Yhteensä",4071,4078
"Asikkala","0",24,26
"Asikkala","1",30,22
"Asikkala","2",30,30
"Asikkala","3",32,35
"Asikkala","4",35,24
"Asikkala","5",41,45
"Asikkala","6",38,33
"Asikkala","7",38,37
"Asikkala","8",42,30
"Asikkala","9",53,47
"Asikkala","10",41,38
"Asikkala","11",41,57
"Asikkala","12",45,41
"Asikkala","13",57,33
"Asikkala","14",56,53
"Asikkala","15",38,25
"Asikkala","16",42,36
"Asikkala","17",45,53
"Asikkala","18",47,46
"Asikkala","19",35,36
"Asikkala","20",32,22
"Asikkala","21",21,22
"Asikkala","22",21,20
"Asikkala","23",18,13
"Asikkala","24",16,22
"Asikkala","25",26,16
"Asikkala","26",21,17
"Asikkala","27",23,22
"Asikkala","28",26,34
"Asikkala","29",36,24
"Asikkala","30",25,24
"Asikkala","31",28,28
"Asikkala","32",36,28
"Asikkala","33",44,40
"Asikkala","34",28,26
"Asikkala","35",38,37
"Asikkala","36",50,46
"Asikkala","37",50,47
"Asikkala","38",44,40
"Asikkala","39",44,44
"Asikkala","40",46,38
"Asikkala","41",49,43
"Asikkala","42",54,48
"Asikkala","43",42,40
"Asikkala","44",52,38
"Asikkala","45",51,46
"Asikkala","46",42,41
"Asikkala","47",46,46
"Asikkala","48",45,53
"Asikkala","49",51,44
"Asikkala","50",57,56
"Asikkala","51",55,64
"Asikkala","52",67,37
"Asikkala","53",51,47
"Asikkala","54",67,60
"Asikkala","55",64,68
"Asikkala","56",64,59
"Asikkala","57",59,53
"Asikkala","58",54,51
"Asikkala","59",68,57
"Asikkala","60",59,67
"Asikkala","61",74,70
"Asikkala","62",57,67
"Asikkala","63",71,79
"Asikkala","64",67,82
"Asikkala","65",66,96
"Asikkala","66",82,78
"Asikkala","67",80,77
"Asikkala","68",100,89
"Asikkala","69",78,70
"Asikkala","70",74,81
"Asikkala","71",90,84
"Asikkala","72",90,85
"Asikkala","73",68,69
"Asikkala","74",38,58
"Asikkala","75",40,53
"Asikkala","76",37,45
"Asikkala","77",62,51
"Asikkala","78",32,38
"Asikkala","79",39,48
"Asikkala","80",32,47
"Asikkala","81",35,50
"Asikkala","82",23,28
"Asikkala","83",38,47
"Asikkala","84",16,28
"Asikkala","85",21,24
"Asikkala","86",16,24
"Asikkala","87",20,26
"Asikkala","88",10,22
"Asikkala","89",6,15
"Asikkala","90",11,14
"Asikkala","91",5,11
"Asikkala","92",5,15
"Asikkala","93",2,6
"Asikkala","94",2,11
"Asikkala","95",1,9
"Asikkala","96",0,4
"Asikkala","97",1,1
"Asikkala","98",0,1
"Asikkala","99",2,0
"Asikkala","100 -",0,0
"Askola","Yhteensä",2519,2439
"Askola","0",22,24
"Askola","1",27,18
"Askola","2",25,32
"Askola","3",44,31
"Askola","4",28,32
"Askola","5",32,41
"Askola","6",28,39
"Askola","7",30,35
"Askola","8",47,33
"Askola","9",45,42
"Askola","10",42,24
"Askola","11",37,39
"Askola","12",28,31
"Askola","13",27,43
"Askola","14",35,34
"Askola","15",32,48
"Askola","16",39,34
"Askola","17",35,27
"Askola","18",40,24
"Askola","19",25,17
"Askola","20",18,14
"Askola","21",26,9
"Askola","22",15,14
"Askola","23",22,15
"Askola","24",17,19
"Askola","25",18,17
"Askola","26",26,24
"Askola","27",21,22
"Askola","28",27,15
"Askola","29",25,21
"Askola","30",20,27
"Askola","31",24,28
"Askola","32",19,24
"Askola","33",32,28
"Askola","34",37,32
"Askola","35",22,32
"Askola","36",35,27
"Askola","37",32,44
"Askola","38",33,25
"Askola","39",34,31
"Askola","40",33,41
"Askola","41",34,46
"Askola","42",48,30
"Askola","43",36,26
"Askola","44",42,34
"Askola","45",28,33
"Askola","46",24,23
"Askola","47",34,32
"Askola","48",38,33
"Askola","49",32,26
"Askola","50",42,40
"Askola","51",49,34
"Askola","52",37,29
"Askola","53",43,33
"Askola","54",37,32
"Askola","55",35,29
"Askola","56",30,36
"Askola","57",45,40
"Askola","58",38,28
"Askola","59",38,32
"Askola","60",31,37
"Askola","61",39,26
"Askola","62",34,40
"Askola","63",28,29
"Askola","64",28,34
"Askola","65",22,36
"Askola","66",39,31
"Askola","67",28,30
"Askola","68",37,35
"Askola","69",38,27
"Askola","70",40,32
"Askola","71",28,23
"Askola","72",34,24
"Askola","73",25,25
"Askola","74",15,19
"Askola","75",17,16
"Askola","76",9,16
"Askola","77",15,25
"Askola","78",10,9
"Askola","79",18,18
"Askola","80",15,13
"Askola","81",7,11
"Askola","82",8,16
"Askola","83",12,13
"Askola","84",7,5
"Askola","85",4,6
"Askola","86",4,4
"Askola","87",2,12
"Askola","88",3,10
"Askola","89",2,7
"Askola","90",0,5
"Askola","91",4,12
"Askola","92",1,8
"Askola","93",0,8
"Askola","94",1,0
"Askola","95",0,0
"Askola","96",0,1
"Askola","97",0,0
"Askola","98",0,0
"Askola","99",0,0
"Askola","100 -",0,3
"Aura","Yhteensä",1934,2050
"Aura","0",21,18
"Aura","1",17,27
"Aura","2",26,21
"Aura","3",31,36
"Aura","4",23,21
"Aura","5",26,18
"Aura","6",30,23
"Aura","7",27,32
"Aura","8",34,33
"Aura","9",21,18
"Aura","10",25,22
"Aura","11",24,42
"Aura","12",24,25
"Aura","13",27,33
"Aura","14",31,34
"Aura","15",21,21
"Aura","16",19,35
"Aura","17",24,31
"Aura","18",22,25
"Aura","19",25,18
"Aura","20",15,16
"Aura","21",13,7
"Aura","22",17,10
"Aura","23",13,15
"Aura","24",16,18
"Aura","25",17,20
"Aura","26",12,19
"Aura","27",25,18
"Aura","28",18,15
"Aura","29",24,22
"Aura","30",27,22
"Aura","31",12,26
"Aura","32",25,27
"Aura","33",22,20
"Aura","34",24,20
"Aura","35",24,37
"Aura","36",29,44
"Aura","37",32,23
"Aura","38",28,36
"Aura","39",30,24
"Aura","40",31,35
"Aura","41",32,34
"Aura","42",29,16
"Aura","43",47,33
"Aura","44",22,27
"Aura","45",19,15
"Aura","46",32,21
"Aura","47",32,28
"Aura","48",29,28
"Aura","49",23,27
"Aura","50",23,37
"Aura","51",28,29
"Aura","52",21,29
"Aura","53",24,22
"Aura","54",26,23
"Aura","55",34,29
"Aura","56",19,28
"Aura","57",19,20
"Aura","58",24,27
"Aura","59",23,26
"Aura","60",21,33
"Aura","61",28,26
"Aura","62",27,34
"Aura","63",36,28
"Aura","64",21,25
"Aura","65",16,31
"Aura","66",33,23
"Aura","67",31,20
"Aura","68",28,23
"Aura","69",23,24
"Aura","70",19,20
"Aura","71",25,24
"Aura","72",28,24
"Aura","73",14,20
"Aura","74",14,18
"Aura","75",13,14
"Aura","76",9,12
"Aura","77",10,18
"Aura","78",11,11
"Aura","79",11,17
"Aura","80",5,13
"Aura","81",9,8
"Aura","82",11,9
"Aura","83",3,14
"Aura","84",6,6
"Aura","85",4,8
"Aura","86",6,3
"Aura","87",2,6
"Aura","88",3,5
"Aura","89",5,6
"Aura","90",1,7
"Aura","91",3,3
"Aura","92",0,0
"Aura","93",0,3
"Aura","94",0,4
"Aura","95",0,3
"Aura","96",0,0
"Aura","97",0,0
"Aura","98",0,0
"Aura","99",0,0
"Aura","100 -",0,1
"Brändö","Yhteensä",240,209
"Brändö","0",1,0
"Brändö","1",2,0
"Brändö","2",0,1
"Brändö","3",1,1
"Brändö","4",4,2
"Brändö","5",0,1
"Brändö","6",2,1
"Brändö","7",0,2
"Brändö","8",0,2
"Brändö","9",1,2
"Brändö","10",3,0
"Brändö","11",3,2
"Brändö","12",2,2
"Brändö","13",3,1
"Brändö","14",2,0
"Brändö","15",5,3
"Brändö","16",0,1
"Brändö","17",1,3
"Brändö","18",1,1
"Brändö","19",5,0
"Brändö","20",3,1
"Brändö","21",3,1
"Brändö","22",3,0
"Brändö","23",1,2
"Brändö","24",1,1
"Brändö","25",4,1
"Brändö","26",1,4
"Brändö","27",1,2
"Brändö","28",2,3
"Brändö","29",4,2
"Brändö","30",0,1
"Brändö","31",4,1
"Brändö","32",0,1
"Brändö","33",0,2
"Brändö","34",1,3
"Brändö","35",2,3
"Brändö","36",1,1
"Brändö","37",3,0
"Brändö","38",0,4
"Brändö","39",3,0
"Brändö","40",2,2
"Brändö","41",1,1
"Brändö","42",0,2
"Brändö","43",2,1
"Brändö","44",0,5
"Brändö","45",1,2
"Brändö","46",1,2
"Brändö","47",6,4
"Brändö","48",5,1
"Brändö","49",2,2
"Brändö","50",3,1
"Brändö","51",8,4
"Brändö","52",2,3
"Brändö","53",2,3
"Brändö","54",3,3
"Brändö","55",1,4
"Brändö","56",9,6
"Brändö","57",5,1
"Brändö","58",3,4
"Brändö","59",7,8
"Brändö","60",3,4
"Brändö","61",6,3
"Brändö","62",5,8
"Brändö","63",5,4
"Brändö","64",6,1
"Brändö","65",5,3
"Brändö","66",2,6
"Brändö","67",3,5
"Brändö","68",8,8
"Brändö","69",3,1
"Brändö","70",4,2
"Brändö","71",7,1
"Brändö","72",7,3
"Brändö","73",6,7
"Brändö","74",1,7
"Brändö","75",4,1
"Brändö","76",3,3
"Brändö","77",6,1
"Brändö","78",5,1
"Brändö","79",1,3
"Brändö","80",2,0
"Brändö","81",1,2
"Brändö","82",1,1
"Brändö","83",1,2
"Brändö","84",1,2
"Brändö","85",1,1
"Brändö","86",0,1
"Brändö","87",3,0
"Brändö","88",0,1
"Brändö","89",1,0
"Brändö","90",2,3
"Brändö","91",0,0
"Brändö","92",0,2
"Brändö","93",1,2
"Brändö","94",0,2
"Brändö","95",0,1
"Brändö","96",0,0
"Brändö","97",0,0
"Brändö","98",0,0
"Brändö","99",0,0
"Brändö","100 -",0,0
"Eckerö","Yhteensä",496,465
"Eckerö","0",1,2
"Eckerö","1",5,8
"Eckerö","2",2,6
"Eckerö","3",7,4
"Eckerö","4",4,5
"Eckerö","5",1,4
"Eckerö","6",7,6
"Eckerö","7",8,4
"Eckerö","8",4,4
"Eckerö","9",3,4
"Eckerö","10",5,4
"Eckerö","11",7,3
"Eckerö","12",5,6
"Eckerö","13",6,3
"Eckerö","14",6,4
"Eckerö","15",3,1
"Eckerö","16",5,6
"Eckerö","17",8,1
"Eckerö","18",4,5
"Eckerö","19",2,2
"Eckerö","20",4,5
"Eckerö","21",1,2
"Eckerö","22",6,3
"Eckerö","23",3,4
"Eckerö","24",3,4
"Eckerö","25",3,4
"Eckerö","26",4,4
"Eckerö","27",6,5
"Eckerö","28",7,5
"Eckerö","29",7,3
"Eckerö","30",3,10
"Eckerö","31",6,4
"Eckerö","32",5,4
"Eckerö","33",9,6
"Eckerö","34",3,7
"Eckerö","35",7,3
"Eckerö","36",7,5
"Eckerö","37",4,9
"Eckerö","38",3,5
"Eckerö","39",6,5
"Eckerö","40",4,3
"Eckerö","41",3,6
"Eckerö","42",6,7
"Eckerö","43",9,7
"Eckerö","44",7,3
"Eckerö","45",9,2
"Eckerö","46",4,5
"Eckerö","47",6,8
"Eckerö","48",4,3
"Eckerö","49",7,6
"Eckerö","50",9,4
"Eckerö","51",9,8
"Eckerö","52",6,4
"Eckerö","53",12,4
"Eckerö","54",12,12
"Eckerö","55",9,6
"Eckerö","56",6,4
"Eckerö","57",8,8
"Eckerö","58",7,11
"Eckerö","59",8,12
"Eckerö","60",7,11
"Eckerö","61",12,4
"Eckerö","62",9,9
"Eckerö","63",7,4
"Eckerö","64",11,6
"Eckerö","65",6,6
"Eckerö","66",5,8
"Eckerö","67",9,10
"Eckerö","68",4,6
"Eckerö","69",11,8
"Eckerö","70",5,8
"Eckerö","71",10,7
"Eckerö","72",4,8
"Eckerö","73",6,7
"Eckerö","74",5,4
"Eckerö","75",2,8
"Eckerö","76",9,0
"Eckerö","77",6,8
"Eckerö","78",2,3
"Eckerö","79",3,4
"Eckerö","80",3,1
"Eckerö","81",5,6
"Eckerö","82",3,2
"Eckerö","83",2,2
"Eckerö","84",3,4
"Eckerö","85",0,1
"Eckerö","86",1,1
"Eckerö","87",1,4
"Eckerö","88",1,0
"Eckerö","89",3,1
"Eckerö","90",0,0
"Eckerö","91",1,3
"Eckerö","92",1,3
"Eckerö","93",1,3
"Eckerö","94",1,3
"Eckerö","95",0,0
"Eckerö","96",0,0
"Eckerö","97",2,0
"Eckerö","98",0,0
"Eckerö","99",0,0
"Eckerö","100 -",0,0
"Enonkoski","Yhteensä",722,683
"Enonkoski","0",2,2
"Enonkoski","1",2,6
"Enonkoski","2",2,8
"Enonkoski","3",7,5
"Enonkoski","4",6,2
"Enonkoski","5",4,10
"Enonkoski","6",7,7
"Enonkoski","7",9,6
"Enonkoski","8",11,6
"Enonkoski","9",3,7
"Enonkoski","10",4,7
"Enonkoski","11",4,2
"Enonkoski","12",4,8
"Enonkoski","13",6,4
"Enonkoski","14",8,8
"Enonkoski","15",7,7
"Enonkoski","16",3,6
"Enonkoski","17",9,2
"Enonkoski","18",5,4
"Enonkoski","19",7,2
"Enonkoski","20",9,1
"Enonkoski","21",2,1
"Enonkoski","22",6,1
"Enonkoski","23",5,4
"Enonkoski","24",4,4
"Enonkoski","25",4,2
"Enonkoski","26",6,3
"Enonkoski","27",4,5
"Enonkoski","28",9,7
"Enonkoski","29",3,7
"Enonkoski","30",5,5
"Enonkoski","31",8,4
"Enonkoski","32",4,2
"Enonkoski","33",5,5
"Enonkoski","34",11,5
"Enonkoski","35",6,3
"Enonkoski","36",5,5
"Enonkoski","37",10,8
"Enonkoski","38",8,11
"Enonkoski","39",7,8
"Enonkoski","40",3,7
"Enonkoski","41",9,6
"Enonkoski","42",7,7
"Enonkoski","43",4,6
"Enonkoski","44",4,10
"Enonkoski","45",6,2
"Enonkoski","46",6,6
"Enonkoski","47",4,5
"Enonkoski","48",15,10
"Enonkoski","49",5,6
"Enonkoski","50",7,4
"Enonkoski","51",14,8
"Enonkoski","52",7,7
"Enonkoski","53",14,9
